KSIC코드,업종명,레벨,정의,예시,제외
01140,기타 작물 재배업,세세분류,"노지에서 약용작물, 사료작물, 기름추출용 작물 및 공업용 원료작물 등 달리 분류되지 않은 기타 작물을 재배하는 산업활동을 말한다. 채소, 화훼 및 과실작물 시 채소, 화훼 및 과실작물 시 01151 01152 코드변경 설 재배업 설 재배업",대분류 A / 인삼 재배 / 호프 재배 / 섬유작물 재배 / 비 및 솔 제조용 작물 재배 / 유지작물 재배 / 조물재료용 작물 재배 / 낙화생(땅콩) 재배 / 잎담배 재배,곡물 및 기타 식량작물 재배(01110) / 음료용 및 향신용 작물 재배(01132) / 작물 배양 재배(01159) / 식용과 사료용으로 모두 가능한 작물은 해당 작물 재배업으로 분류
0115,시설작물 재배업,세분류,"일반적으로 노지에서 재배되는 작물을 움막, 온실, 비닐하우스, 수경 재배시설, 공장형 설비 등과 같은 특수 고정시설에서 재배하는 산업 활동을 말하며, 버섯 및 콩나물을 재배하는 산업활동을 포함한다.",,노지 또는 시설 내에서 버섯 종균 및 기타 종묘 생산(01123)
01151,"채소, 화훼 및 과실작물 시설 재배업",세세분류,"시설 내에서 채소, 화훼 및 과실작물을 재배하는 산업활동을 말한다.",,"음료용 및 향신용, 공예용 작물 시설 재배(01159)"
01159,기타 시설작물 재배업,세세분류,"채소, 화훼 및 과실작물 이외의 각종 작물을 시설 재배하는 산업활동 을 말한다.",버섯 재배 / 작물 배양 재배 / 음료용 작물 시설재배 / 공예작물 시설재배 어 / 향신용 작물 시설재배 / 콩나물 재배,화훼작물 시설 재배(01151) / 노지 및 시설 내에서 종묘생산(01123)
012,축산업,소분류,"식용, 관상용, 반려용․애완용, 실험용 및 기타 특수 목적용으로 판매 하거나 털, 젖, 우유, 모피, 계란 등을 획득하기 위하여 육지동물을 번 식, 증식, 사육하는 산업활동을 말한다. 각종 동물의 번식 및 부화, 정",,"산동물 도매업(46205) / 반려용 동물 및 관련용품 판매업(47852) / 동물견인 여객운송업(49239) / 동물견인 화물운송업(49309) / 신약 연구개발용 동물 사육(70113) / 경마장, 투우장 운영업(91113) / 승마연습장 운영업(91139)"
0121,소 사육업,세분류,각종 목적용 소를 사육하는 산업활동을 말한다.,,대분류 A / 수수료 또는 계약에 의한 동물사료 제공 및 번식 서비스(01420)
01211,젖소 사육업,세세분류,우유를 생산하기 위하여 젖소를 사육하는 산업활동을 말한다.,젖소 사육 / 생우유 생산,구입한 생우유의 처리 및 가공(1042)
01212,육우 사육업,세세분류,쇠고기를 생산하기 위하여 육우를 사육하는 산업활동을 말한다. 젖소,,
01220,양돈업,세세분류,"각종 용도의 돼지, 멧돼지를 번식 및 사육하는 산업활동을 말한다.",돼지 사육 / 멧돼지 사육,
0123,가금류 및 조류 사육업,세분류,각종 용도의 가금 및 기타 조류를 사육 및 부화하는 산업활동을 말한 다. 각종 가금 및 기타 조류의 부화활동도 포함한다.,,
01231,양계업,세세분류,각종 용도의 닭을 사육하거나 병아리를 부화하는 산업활동을 말한다. 기타 가금류 및 조류 사육 기타 가금류 및 조류 사육 01239 01239 업 업,닭 사육 / 양계장 운영 / 계란 생산 / 병아리 부화장 운영 어,가금 감별활동(01420)
01239,기타 가금류 및 조류 사육업,세세분류,닭을 제외한 각종 용도의 가금 및 기타 조류를 사육하거나 부화하는 산업활동을 말한다.,가금(닭 제외) 사육 / 조란(계란 제외) 생산 / 실험용 조류 사육 / 관상용 조류 사육 / 메추리 사육 / 가금(닭 제외) 부화,가금 감별활동(01420) / 닭 사육 및 부화(01231)
0129,기타 축산업,세분류,"소, 돼지 가금류 이외의 기타 육지동물을 번식․증식․사육하는 산업 활동을 말한다.",,야생동물(개구리 포함) 포획(01500) / 수렵활동에 부수되는 원피 생산(01500) / 도축활동에 부수되는 원피 생산(1011)
01291,말 및 양 사육업,세세분류,"대분류 A 각종 용도의 말, 양 및 염소를 사육하는 산업활동을 말한다.",양 사육 / 양모 생산 / 당나귀 사육 / 양젖 생산 / 말 사육,수수료 또는 계약에 의한 양털 깎기 및 사육장 서비스 활동(01420) / 도축활동에 관련된 양모 생산(10111) / 경마장에서 경주마를 사육관리하는 경우(91113)
01299,그 외 기타 축산업,세세분류,"달리 분류되지 않은 육지동물(소, 돼지, 가금류, 말 및 양을 제외)을 번식․증식․사육하는 산업활동을 말한다.","양봉업 / 실험용 쥐 생산 / 여우 및 곰 사육 / 곤충류 사육 / 토끼, 개 및 사슴 사육 / 양잠업 / 환형동물(지렁이 등) 사육",가금 및 조류 감별활동(01420)
01300,작물재배 및 축산 복합농업,세세분류,"농업, 임업 및 어업 ， 작물 재배활동과 축산활동을 복합적으로 운영하는 산업활동으로서 이 임 중 한편의 전문화율이 66% 이하로 운영되는 산업활동을 말한다.",작물재배와 축산 복합 생산,축산활동이나 작물 생산활동을 복합적으로 운영하면서 어느 한쪽의 / 전문화율이 66%를 초과하는 경우에는 주된 산업활동에 따라 작물 재배업 또는 축산업에 각각 분류
014,작물재배 및 축산 관련 서비스업,소분류,수수료 또는 계약에 의하여 작물재배 및 축산활동에 관련된 서비스를 제공하는 산업활동을 말한다.,,"가금 부화 및 잠종, 치잠 생산(수수료 또는 계약 여부 불문)(012) / 임업관련 서비스(0204) / 농업용 기계장비 임대(조작자가 딸리지 않은)(76390) / 영농기술 및 경영자문 서비스(71531) / 도시계획 및 조경설계 서비스(72112) / 행정기관에 의한 영농지도 및 조언 등 행정서비스(84) / 토목공사가 결합된 조경공사(41226) / 수의 서비스(7310)"
0141,작물재배 관련 서비스업,세분류,수수료 또는 계약에 의하여 작물재배에 수반되는 활동을 제공하는 산 업활동을 말한다. 시장에 출하하기 위해 기본적으로 수행하는 수확,,
01411,작물재배 지원 서비스업,세세분류,"대분류 A 수수료 또는 계약에 의하여 밭갈기, 작물심기, 농약뿌리기, 가지치기, 작물 수확하기 등 작물재배에 수반되는 활동을 제공하는 산업활동을 말한다. 운전자와 함께 농업용 기계 및 장비를 제공하는 활동과 농업 농산물 건조, 선별 및 기타 농산물 건조, 선별 및 기타 01412 01412 수확 후 서비스업 수확 후 서비스업",농약 뿌리기 서비스 / 작물 수확 서비스 / 농업용수 공급 / 농업 노동자 공급,과실 선과장 운영(01412) / 농산물 건조장 운영(01412) / 생활용수 및 공업용수 공급(36) / 농업 노동력 이외의 인력공급(751)
01412,"농산물 건조, 선별 및 기타 수확 후 서비스업",세세분류,"수수료 또는 계약에 의하여 곡물, 종자, 채소, 화훼 및 과실 등의 각 종 농산물을 선별, 건조 및 기타 출하준비를 위한 고정 처리시설(가 공처리시설 제외)을 운영하는 시장 출하 이전 활동을 말한다.",과실 선과장 운영 / 농산물 건조장 운영 / 종자 가공업 운영,담배 재건조업(12) / 농업용 종자 재배업(01123) / 종자 신품종 개발을 위한 연구활동(70112)
0142,축산 관련 서비스업,세분류,"농업, 임업 및 어업 ，",,
01420,축산 관련 서비스업,세세분류,수수료 또는 계약에 의하여 축산관련 서비스를 제공하는 산업활동을 어 말한다.,가금감별 서비스 / 동물 인공수정 / 품종개량 서비스 / 거세 서비스 / 혈통검사 서비스 / 동물 먹이주기 대리,가금부화 서비스(0123) / 수렵관련 서비스 활동(01500) / 축산분뇨 수집 및 처리(37)
01500,수렵 및 관련 서비스업,세세분류,육상에서 각종 야생 육지 동물과 수산 동물(고래 제외)을 포획 또는 채집하는 활동 및 수렵관련 서비스 활동을 포함한다. 부 록 1. 신ㆍ구 연 계 표 KSIC-11 KSIC-10 비 고 코드 항 목 명 코드 항 목 명,"수렵활동 / 야생 개구리 포획 / 육상에서 수행하는 수산 포유동물(해마, 바다표범) 포획","대분류 A / 사육활동에 결합된 동물성 물질 생산(012) / 고래 수상 포획활동(0311) / 도축활동 과정에서의 동물성 물질 생산(1011) / 농업, 임업 및 어업 ，"
020,임업,소분류,"영림, 산림용 종자 및 묘목생산, 벌목 활동과 야생 임산물 채취 및 임 업관련 서비스 활동을 포함한다. 산림 내에서 자기가 직접 채취한 재 료로 숯 굽기, 수액의 증류 및 농축활동을 수행하는 경우에는 영림활 동으로 분류하지만 구입한 재료로 수액을 증류, 농축하거나 숯을 굽 는 활동은 제조업으로 분류한다.",,"구입 목재를 이용한 목탄(숯) 및 목타르 제조(20112) / 천연 고무나무 재배(01140) / 수목원, 식물원 및 야생식물 보호 관리 서비스(9023) / 휴양림 관리, 운영(9023)"
0201,영림업,세분류,"산림용 종자 및 묘목 생산, 조림 및 육림, 산림 보호, 자영 산림 내에 서 야생 수액 및 야생 임산물을 채취하는 산업활동을 말한다.",,
02011,임업용 종묘 생산업,세세분류,조림 및 육림 등 임업용 수목의 종자 및 묘목을 생산 또는 채취하는 산업활동을 말한다.,임업용 묘목 생산 / 임업용 종자 생산,임업용 이외의 종묘 생산(01123)
02012,육림업,세세분류,"대분류 A 임목을 생산하기 위하여 산림에서 나무를 심고, 가꾸고, 보호하는 산 업활동을 말한다.",임목지 운영 / 자영 산림 내에서 임업 부산물 생산,"식물원, 수목원 관리 운영(9023)"
02020,벌목업,세세분류,원목과 연료용 목재를 벌목하는 산업활동을 말한다.,원목 생산 / 연료용 나무 생산 / 벌목업자 / 화목 생산,
02030,임산물 채취업,세세분류,"자연적으로 번식․생장하는 각종 용도의 야생 식물 및 식물성 물질을 채취하는 산업활동을 말한다. 야생 딸기, 버섯, 송로 및 견과 등 식용","천연 검 및 수지 채취 / 쿠션, 매트리스 등 충전용 식물성 재료 채취 / 천연 코르크 채취 / 편조물용 식물성 재료 채취 / 농업, 임업 및 어업 ， / 야생 딸기, 버섯, 송로 및 견과 등 식용 야생 식물 채취 임",재배한 고무나무에서 천연고무 라텍스액 채취(01140) / 임업사업자를 대리한 임산물 채취 / 정리활동(02040) / 육림업자가 자영 산림 내에서 야생식물을 채취하는 경우(02012)
02040,임업 관련 서비스업,세세분류,수수료 또는 계약에 의하여 영림 및 벌목관련 서비스를 제공하는 산 업 활동을 말한다.,산불 방지 서비스 / 산림 병충해 방지 서비스 / 산림 경비 및 보조 서비스 / 수목 조사 및 평가 서비스 / 목재 운반 및 이동 서비스(벌목장 내) / 대분류 A,
03,어업,중분류,"바다, 강, 호수, 하천 등에서 어류, 갑각류, 연체동물, 해조류 및 기타 수산 동․식물을 채취․포획하거나 증식 또는 양식하는 산업활동과 이에 관련된 서비스를 제공하는 산업활동을 말한다.",,고래 이외의 수산 포유동물 육지 포획(01500)
031,어로 어업,소분류,"바다, 강, 호수, 하천 등에서 자연적으로 번식하는 각종 자연 수산 동․식물을 채취 또는 포획하는 산업활동을 말한다.",,
0311,해수면 어업,세분류,"원양, 근해 및 연안 해역에서 어류, 갑각류, 연체동물, 해조류 및 기타 각종 수산 동․식물을 채취 또는 포획하는 산업활동을 말한다.",,
03111,원양 어업,세세분류,"원양에서 어류, 갑각류, 연체동물, 해조류 및 기타 수산 동․식물을 채취 또는 포획하는 산업활동을 말한다.",어류 포획 / 수산 무척추동물 포획 / 진주조개 채취 / 산호 채취,
03112,연근해 어업,세세분류,"연안 및 근해에서 어류, 갑각류, 연체동물, 해조류 및 기타 수산 동․ 식물을 채취 또는 포획하는 산업활동을 말한다.","어류 포획 / 수산 무척추동물 포획 / 진주조개 채취 / 산호 채취 / 농업, 임업 및 어업 ，",
03120,내수면 어업,세세분류,"강, 호수, 하천 등 내수면에서 어류 등의 각종 수산 동․식물을 채취 또는 포획하는 산업활동을 말한다.",어류 포획 / 연체동물 포획 / 갑각류 채취 / 수산 식물 채취,
032,양식어업 및 어업관련 서비스업,소분류,"해수면 또는 내수면에서 어류, 갑각류, 연체동물 및 해조류 등 각종 수산 동․식물을 양식하거나 수산 종묘를 생산하는 산업활동을 말한 다. 수생 파충류 및 개구리 양식 활동이 포함되며, 수수료 또는 계약 에 의하여 어로어업 및 양식어업과 관련한 서비스를 제공하는 산업활 동도 포함한다.",,
0321,양식 어업,세분류,"바다, 강, 호수, 하천 등에서 어류, 갑각류 및 연체동물 또는 해조류 등의 각종 수산 동․식물을 증식 또는 양식하는 산업활동을 말한다.",,
03211,해수면 양식 어업,세세분류,해수면 또는 육상에서 해수를 이용하여 각종 수산 동․식물을 증식 또는 양식하는 산업활동을 말한다.,수산 동물 양식 / 수산 식물 양식 / 대분류 A / 진주 양식 / 해산물 양식,
03212,내수면 양식 어업,세세분류,내수면에서 각종 수산 동․식물을 증식 또는 양식하는 산업활동을 말 한다. 수산물 부화 및 수산종자 수산물 부화 및 수산종자 03213 03213 생산업 생산업,수산 동물 양식 / 수산 식물 양식 / 개구리 양식 / 우렁이 양식,개구리 포획(01500)
03213,수산물 부화 및 수산 종자 생산업,세세분류,각종 수산 동물과 식물을 부화하거나 종자를 생산하는 산업활동을 말 한다.,수산 동물 및 식물 종자생산 / 어족 부화 서비스,
03220,어업 관련 서비스업,세세분류,수수료 또는 계약에 의하여 어로어업 및 양식어업에 관련된 서비스를 제공하는 산업활동을 말한다.,"어획물 정리 서비스 / 어획물 출하 준비 서비스 / 수산물 선별, 정리 서비스 / 수산자원 보호 활동(플랑크톤 등 배양 활동 포함) / 농업, 임업 및 어업 ，","어족부화 서비스(03213) / 오락 목적의 낚시장 운영 및 관련 서비스 활동(91231) 어 / 대분류 B B 광 업(05 ~ 08) 1. 개요 광업은 지하 및 지표, 해저 등에서 고체, 액체 및 기체 상태의 천연광물을 채굴 / 채취 / 추출하는 산업활동을 말한다. 이러한 광업활동에 종사하는 사 / 업체에서는 광물을 채굴 및 추출하기 위한 탐사, 개발, 시굴활동을 직접 수 행할 수 있으며, 채굴활동에 통상적으로 관련된 마쇄 및 파쇄활동과 체질, 선별, 부유, 용해 등의 선광 및 정리활동, 손질 및 품질 개선 등의 작업을 수행할 수"
05,"석탄, 원유 및 천연가스 광업",중분류,"무연탄, 유연탄, 갈탄 등의 석탄(토탄 제외)을 채굴하는 산업활동과 광 각종 형태의 유전, 천연가스전 또는 역청광물 채굴장에서 원유, 천연 가스 또는 역청질 광물, 석유 함유 혈암, 타르 모래를 채굴․추출․채 취하는 산업활동을 말한다.",,
05100,석탄 광업,세세분류,"무연탄, 유연탄, 갈탄 등의 석탄(토탄 제외)을 채굴하는 산업활동을 말한다. 석탄 광업 사업체와 수수료 또는 계약에 의해 채굴한 석탄의",역청질탄(석탄) 채굴 및 선광 / 유연탄 채굴 및 선광 / 갈탄 채굴 및 선광,구입한 무 / 유연탄 및 갈탄으로 연탄 생산(19100) / 구입한 석탄을 건류하여 코크스 생산(19100) / 토탄 채굴(07290)
0520,원유 및 천연가스 채굴업,세분류,대분류 B,,
05200,원유 및 천연가스 채굴업,세세분류,"각종 형태의 유전, 천연가스전 또는 역청광물 채굴장에서 원유, 천연 가스 또는 역청질 광물, 석유 함유 혈암, 타르 모래를 채굴․추출․채 취하는 산업활동을 말한다. 원유생산에 관련된 부유처리․탈염․탈","원유 채굴 / 타르 모래 채굴 / 유모 혈암(oil shale, 油母頁岩) 채굴 / 천연가스 채굴 / 역청질을 함유한 광물 채굴(석탄 제외)","수수료 또는 계약에 의하여 유전 또는 천연가스전의 천공, 유정의 / 완성과 관련 장치의 설치활동 및 기타 원유가스 추출 서비스 활동 (08000) / 정제 석유제품의 생산 또는 석유정제 과정에서의 액화가스 생산 / (19210) / 산업용 가스 제조(20121, 20122) / 석유, 천연가스의 운송을 위한 관로(파이프라인) 운영(49500) / 광 업"
06,금속 광업,중분류,철 및 철 이외의 금속(비철금속)을 함유한 금속광물을 채굴하는 산업 광 활동을 말한다. 통상적으로 금속광물 채광활동에 부수되는 광물의 파,,
06100,철 광업,세세분류,철 성분을 주로 함유하고 있는 각종 철광석을 채굴하는 산업활동으로 서 철광석의 정광 및 기타 부수적인 처리활동과 철광석의 응집처리 활동도 포함한다.,적 / 갈 / 자철광석 채굴 / 철광석 채굴 및 정광활동 / 철광석분 응집처리 / 능철광석 채굴 / 사철광 채굴,황화철광 채굴(07210)
0620,비철금속 광업,세분류,"역청 우라늄광 등 우라늄 또는 토륨을 주로 함유한 광물, 금ㆍ은ㆍ백 대분류 B 금 등 귀금속광물, 희토류 금속광물 및 납, 아연, 구리, 주석 등 각종 비철금속광물 등을 채굴 및 정광하는 산업활동을 말한다.",,"화학적 성분의 황화철을 주로 함유한 광석의 채굴(07210) / 알루미늄, 동 또는 니켈의 매트 생산(242)"
06200,비철금속 광업,세세분류,"역청 우라늄광 등 우라늄 또는 토륨을 주로 함유한 광물, 금ㆍ은ㆍ백 금 등 귀금속광물, 희토류 금속광물 및 납, 아연, 구리, 주석 등 각종 비철금속광물 등을 채굴 및 정광하는 산업활동을 말한다.","우라늄 및 토륨광 채굴 / 귀금속 채굴 및 정광 / 배금광석 채굴 및 정광 / 사금 채취 / 연(납)광석 채굴 및 정광 / 아연광석 채굴 및 정광 / 동광석 채굴 및 정광 / 텅스텐광 채굴 / 주석 및 알루미늄광석 채굴 / 망가니즈 및 니켈광석 채굴 / 중석(흑중석, 회중석 등)광 채굴 / 수은 및 바나듐광석 채굴 / 몰리브덴광석 채굴 / 크롬광석 채굴 / 티타늄광석 채굴 / 지르코늄광석 채굴 / 탄탈륨광석 채굴 / 코발트광석 채굴 / 안티몬광",
07110,석회석 및 점토 광업,세세분류,"천연 석고 채굴과 석회, 플라스터, 시멘트 제조용 및 농업용 등의 석 회석을 채굴하는 산업활동과 각종 용도의 고령토, 고령토질의 점토 및 기타 점토와 기타 내화용의 토사석을 채굴하는 산업활동을 말한 다. 백악 및 백운석을 채굴하는 산업활동도 포함한다. 건설용 석재 채굴 및 쇄석 건설용 석재 채굴 및 쇄석 07121 07121 생산업 생산업","석회질암석 채굴 / 백운석 채굴 / 천연 무수석고(경석고) 채굴 / 점토 채취 / 남정석, 규선석 채취 / 내화재용 광물 채취 / 천연 뮬라이트 채취 / 홍주석 채취","하소석고 및 플라스터 제조(23312) / 천연 황산 마그네슘광 채굴(0721) / 흑연, 장석, 백류석, 규조토 채굴(0729) / 샤모트 가공(23212) / 다이나스어스드(Dinas earth) 가공(23212)"
0712,"석재, 쇄석 및 모래, 자갈 채취업",세분류,"대분류 B 건설용 또는 기념비용의 각종 암석, 석재, 판석, 모래 및 자갈을 채굴 하거나 직접 채굴한 각종 암석을 분쇄하여 건축용 재료, 도로포장재 및 철도 노반용 등 건설용에 적합한 상태의 쇄석 및 석분을 생산하는 산업활동을 말한다.",,"천연 석고, 석회석 및 점토 채굴(07110) / 장석, 규조토 및 백류석 채굴(0729) / 구입한 석재의 절단, 성형 및 가공(2391) / 구입한 토사석의 분쇄, 마쇄 및 기타 처리활동(2399)"
07121,건설용 석재 채굴 및 쇄석 생산업,세세분류,"건설용 또는 기념비용의 각종 암석, 석재 및 판석을 채굴하는 산업활 동과 각종 암석을 채굴하고 이를 직접 분쇄하여 건축용 재료, 도로 포장재 및 철도 노반용 등 건설용에 적합한 상태의 쇄석 및 석분을 생산하는 산업활동을 말한다.",대리석 채취 / 화강암 채취 / 사암 채취 / 암석 채취(건축용) / 쇄석 채굴 생산(건설용) / 암석 채굴 분쇄 / 사암 채굴 분쇄 / 반려암 채굴 분쇄,구입한 석재로 쇄석 및 석분 생산(23993)
07122,모래 및 자갈 채취업,세세분류,"건설용, 유리 제조용, 주형 제조용 및 연마재용 등의 천연 모래 및 자 갈을 채취하는 산업활동을 말한다. 화학용 및 비료원료용 광물 화학용 및 비료원료용 광물 07210 07210 광업 광업 천일염 생산 및 암염 채취 천일염 생산 및 암염 채취 07220 07220 업 업 그 외 기타 비금속광물 광 그 외 기타 비금속광물 광 07290 07290 업 업",광 업 / 자갈 채취 / 점토사 채취 / 규사 채취 / 장석사 채취 광,금속을 함유한 모래 채취는 주로 함유된 금속의 종류에 따라 06의 / 적합한 항목에 분류
07210,화학용 및 비료 원료용 광물 광업,세세분류,"질소, 인산, 칼륨을 함유한 광물 및 구아노, 천연 바륨을 함유한 광물, 천연 황산마그네슘광, 색소토, 형석 등의 화학용, 비료용 광물을 채 굴․채취하는 산업활동을 말한다.","인산염 광석 채굴 / 어드칼라(earth collour, 색소토) 채굴 / 붕산나트륨광 채굴 / 황산마그네슘광 채굴 / 황함유 광석 채굴 / 빙정석 채굴 / 황화철광 채굴 / 치올라이트 채굴 / 납석광 채굴 / 붕산칼슘광 채굴 / 명반석 채굴 / 붕산광 채굴 / 규회석 채굴 / 황산비소광 채굴 / 황산바륨광, 탄산바륨광 채굴 / 연망가니즈광 채굴(건전지 제조용)",대분류 B / 암염 채취 및 천일염 생산(07220) / 합성 비료 및 질소 화합물 제조(2031)
07220,천일염 생산 및 암염 채취업,세세분류,"바닷물 및 기타 천연 염수를 태양열에 의하여 증발시켜 천일염, 염수 및 기타 간수를 생산하거나 암염을 채굴하는 산업활동을 말한다.",염수 생산(천연) / 식염 채취 / 간수 생산(천연) / 순염화나트륨 채취,천일염을 재처리하거나 해수를 이온 분리 및 결합 방법 등으로 처 / 리하여 가공염 및 정제염을 제조하는 활동(20492)
07290,그 외 기타 비금속광물 광업,세세분류,그 외 기타 비금속광물 또는 천연 유출물을 채굴․채취하는 산업활동 을 말한다.,"장석, 규조토, 백류석 채굴 / 하석, 활석, 운모 채굴 / 섬장암 채굴 / 규산질 토(흙) 채굴 / 천연 동석 채굴 / 흑연, 인상흑연 채굴 / 토상흑연 채굴 / 연마용 광물재료 채굴 / 천연 아스팔트 채굴 / 석면 채굴 / 천연 커런덤 채굴 / 다이아몬드 채굴 / 광 업 / 토탄 채굴",천연 석고 및 무수석고 채굴(07110) / 대분류 B
080,광업 지원 서비스업,소분류,"수수료 또는 계약에 의하여 광물 탐사, 지질 조사 및 표본 채취, 채 굴, 천공, 채취, 추출, 광산 배수 및 양수, 관련 장치물 설치ㆍ수리ㆍ 폐기 등의 광업 지원 서비스를 제공하는 활동을 말한다.",,
08000,광업 지원 서비스업,세세분류,"수수료 또는 계약에 의하여 유전 및 천연가스전, 석탄, 금속 및 비금 속 광물의 탐사, 지질 조사, 표본 채취 및 시험 굴착, 채굴, 광산 배수 활동 등 광업 운영과 관련되는 지원 서비스를 제공하는 산업활동을 말한다.","원유 및 천연가스 채굴관련 서비스 / 유정탑 등 유정 및 천연가스전 관련 장치물 설치 / 수리 / 폐기 서비스 / 유정 및 천연가스전 천공 서비스 / 매장량 탐사 서비스 / 유정 및 천연가스전 배수 / 양수 서비스 / 굴착 및 시험 굴착, 표본 채취 서비스 / 채광 현장에서 운송목적의 천연가스 액화 및 재가스화 서비스 / 유전 및 천연가스전 소방 서비스 / 광업 예정지 탐사 및 지질조사 활동","채광 현장 이외에서 운송을 위해 실시하는 천연가스의 액화와 재가 / 스화(52919) / 지구물리학적 지질 조사 및 탐사업(72923) / 채광기계 등 전문수리(34011) / 제 조 업 C 제 조 업(10 ~ 34) 1. 정의 제조업이란 원재료(물질 또는 구성요소)에 물리적, 화학적 작용을 가하여 투 입된 원재료를 성질이 다른 새로운 제품으로 전환시키는 산업활동을 말한 다. 따라서 단순히 상품을 선별 / 정리 / 분할 / 포장 / 재포장하는 경우 등과 / 같이 그 상품의 본질적 성질을 변화시키지 않는 처리활동은 제조활동으로 보지 "
10,식료품 제조업,중분류,"농업, 임업 및 어업에서 생산된 산출물을 사람이나 동물이 먹을 수 있는 식료품 및 동물용 사료로 가공하는 산업활동을 말하며 육류․수 산물․과일 및 채소 가공품, 동물성 및 식물성 유지, 곡물 가공품, 낙 농품 및 기타 식료품과 동물용 사료 등을 제조하는 산업활동으로 구 성된다. 또한 식탁용 소금, 화학 조미료 및 건강 보조식품 등과 같이 식료품으로 특별히 가공된 제품과 비식용의 육류 분말, 어분 및 동․ 식물성 유지를 가공하는 활동도 포함한다. 산지에서 생산물을 시장에 출하하기 위하여 통상적으로 수행되는 농․임․수산물의 선별, 세척",,방사선 처리방법에 의한 식품 보존처리 활동(73909)
101,"도축, 육류 가공 및 저장 처리업",소분류,"수렵물을 포함한 각종 육지동물을 도축 및 가공하여 신선․냉장․냉 동한 고기를 생산하거나 육류를 건조․훈연․염장․염수장 및 기타 방법으로 가공 및 저장 처리한 고기 가공품, 소시지 및 유사 제품, 식 용 또는 비식용의 육지동물 고기 분말 등을 생산하는 산업활동을 말 한다.",,"육지 동물 고기를 함유하는 수프 및 육류, 어류, 갑각류, 연체동물 / 의 엑스와 즙의 생산활동(1089)"
10111,육류 도축업(가금류 제외),세세분류,"가금류를 제외한 소, 돼지 및 각종 육지 동물을 자영 또는 임가공 방 식으로 도축하는 산업활동을 말한다. 고래 및 수렵물의 도축활동도",가금류 이외 가축 도축 / 고래 도축 조 / 수렵동물 도축 업,도축된 고기를 일관된 공정에 의하여 분할 / 포장(1012) / 구입한 도축 고기 냉동활동(1012) / 구입한 도축 고기를 단순히 분할하여 포장육 판매(46 또는 47)
10112,가금류 도축업,세세분류,"닭, 오리 등 가금 및 조류 등을 자영 또는 임가공 방식으로 도축하는 산업활동을 말한다.",가금 도축,도축된 고기를 일관된 공정에 의하여 분할 / 포장(1012) / 구입한 도축 고기 냉동활동(1012) / 구입한 도축 고기를 단순히 분할하여 포장육 판매(46 또는 47)
1012,육류 가공 및 저장 처리업,세분류,각종 육지 동물 고기 및 고래 고기를 냉동․건조․훈연․염장․조리 및 기타 방법으로 가공 또는 저장 처리하여 고기 가공품이나 식용 또 는 비식용의 고기 분말 등을 생산하는 산업활동을 말한다. 도축된 고,,
10121,가금류 가공 및 저장 처리업,세세분류,"닭, 오리 등의 각종 가금 고기 및 조류 고기를 냉동․건조․훈연․염 장․조리 및 기타 방법으로 가공 또는 저장 처리하여 고기 가공품이 나 식용 또는 비식용의 고기 분말 등을 생산하는 산업활동을 말한다.",가금 고기 통조림 제조 / 가금 고기 훈제품 제조 / 가금 고기 햄 제조 / 가금 고기 커틀릿 제조 / 밀폐 포장한 가금 고기 가공품 제조,가금 동물 지방 용출 및 정제(1041)
10122,육류 포장육 및 냉동육 가공업(가금류 제외),세세분류,"가금 및 조류를 제외한 각종 육지동물 및 고래 고기 등을 특정 부위 별로 절단, 분할하고 진공․밀폐 포장하여 냉각, 냉동한 부분육, 포장 육, 냉동육을 생산하는 산업활동을 말한다.",밀폐 포장한 가금류 이외 육지 동물고기 부분육 제조,"식용동물(돼지, 소 등) 지방 용출 및 정제(1041) / 가금류 가공품을 제조하는 산업활동(10121)"
10129,육류 기타 가공 및 저장 처리업(가금류 제외),세세분류,가금 및 조류를 제외한 각종 육지동물 및 고래 고기를 건조․훈연 제 조 업 염장․조리 및 기타 방법으로 가공 또는 저장 처리하여 고기 가공품 이나 식용 또는 비식용의 고기 분말 등을 생산하는 산업활동을 말한다.,"육지 동물고기 통조림 제조 / 육지 동물고기 햄, 소시지 제조 / 육지 동물고기 커틀릿 제조 / 육지 동물고기 건조 / 훈제품 제조 / 육지 동물고기 분 및 조분 생산(식용 또는 비식용)","식용동물(돼지, 소 등) 지방 용출 및 정제(1041) / 가금류 가공품을 제조하는 산업활동(10121)"
102,수산물 가공 및 저장 처리업,소분류,각종 수산동물 및 식용 해조류를 염장․건조․훈제․절임․통조림․ 냉동 및 기타 가공 처리하는 산업활동을 말한다. 수산물의 포획 또는,,
1021,수산동물 가공 및 저장 처리업,세분류,"물고기, 갑각류, 연체동물 및 기타 수산동물을 염장․건조․훈제․절 임․통조림․냉동 및 기타 가공 처리하는 산업활동을 말한다. 어류의",,수산동물 유지 생산(10411) / 대분류 C / 육상 또는 특수 가공 선박에서 고래고기 가공 처리(101) / 수산 동물고기를 가공하여 수프 및 유사 식품을 제조하거나 이들의 / 엑스와 즙을 추출하는 활동(1089)
