KSIC_코드,KSIC_대분류코드,KSIC_대분류명,KSIC_중분류코드,KSIC_중분류명,KSIC_소분류코드,KSIC_소분류명,KSIC_세분류코드,KSIC_세분류명,KSIC_세세분류명,embedding_text
28422,C,제조업,28,전기장비 제조업,284,전구 및 조명장치 제조업,2842,조명장치 제조업,일반용 전기 조명장치 제조업,제조업 > 전기장비 제조업 > 전구 및 조명장치 제조업 > 조명장치 제조업 > 일반용 전기 조명장치 제조업
28423,C,제조업,28,전기장비 제조업,284,전구 및 조명장치 제조업,2842,조명장치 제조업,전시 및 광고용 조명장치 제조업,제조업 > 전기장비 제조업 > 전구 및 조명장치 제조업 > 조명장치 제조업 > 전시 및 광고용 조명장치 제조업
28429,C,제조업,28,전기장비 제조업,284,전구 및 조명장치 제조업,2842,조명장치 제조업,기타 조명장치 제조업,제조업 > 전기장비 제조업 > 전구 및 조명장치 제조업 > 조명장치 제조업 > 기타 조명장치 제조업
28511,C,제조업,28,전기장비 제조업,285,가정용 기기 제조업,2851,가정용 전기 기기 제조업,주방용 전기 기기 제조업,제조업 > 전기장비 제조업 > 가정용 기기 제조업 > 가정용 전기 기기 제조업 > 주방용 전기 기기 제조업
28512,C,제조업,28,전기장비 제조업,285,가정용 기기 제조업,2851,가정용 전기 기기 제조업,가정용 전기 난방기기 제조업,제조업 > 전기장비 제조업 > 가정용 기기 제조업 > 가정용 전기 기기 제조업 > 가정용 전기 난방기기 제조업
28519,C,제조업,28,전기장비 제조업,285,가정용 기기 제조업,2851,가정용 전기 기기 제조업,기타 가정용 전기 기기 제조업,제조업 > 전기장비 제조업 > 가정용 기기 제조업 > 가정용 전기 기기 제조업 > 기타 가정용 전기 기기 제조업
28520,C,제조업,28,전기장비 제조업,285,가정용 기기 제조업,2852,가정용 비전기식 조리 및 난방 기구 제조업,가정용 비전기식 조리 및 난방 기구 제조업,제조업 > 전기장비 제조업 > 가정용 기기 제조업 > 가정용 비전기식 조리 및 난방 기구 제조업
28901,C,제조업,28,전기장비 제조업,289,기타 전기장비 제조업,2890,기타 전기장비 제조업,전기 경보 및 신호장치 제조업,제조업 > 전기장비 제조업 > 기타 전기장비 제조업 > 전기 경보 및 신호장치 제조업
28902,C,제조업,28,전기장비 제조업,289,기타 전기장비 제조업,2890,기타 전기장비 제조업,전기용 탄소제품 및 절연제품 제조업,제조업 > 전기장비 제조업 > 기타 전기장비 제조업 > 전기용 탄소제품 및 절연제품 제조업
28903,C,제조업,28,전기장비 제조업,289,기타 전기장비 제조업,2890,기타 전기장비 제조업,교통 신호장치 제조업,제조업 > 전기장비 제조업 > 기타 전기장비 제조업 > 교통 신호장치 제조업
28909,C,제조업,28,전기장비 제조업,289,기타 전기장비 제조업,2890,기타 전기장비 제조업,그 외 기타 전기장비 제조업,제조업 > 전기장비 제조업 > 기타 전기장비 제조업 > 그 외 기타 전기장비 제조업
29111,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2911,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,내연기관 제조업,제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 내연기관 및 터빈 제조업; 항공기용 및 차량용 제외 > 내연기관 제조업
29119,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2911,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,기타 기관 및 터빈 제조업,제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 내연기관 및 터빈 제조업; 항공기용 및 차량용 제외 > 기타 기관 및 터빈 제조업
29120,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2912,유압 기기 제조업,유압 기기 제조업,제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 유압 기기 제조업
29131,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2913,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",액체 펌프 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함 > 액체 펌프 제조업"
29132,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2913,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",기체 펌프 및 압축기 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함 > 기체 펌프 및 압축기 제조업"
29133,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2913,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함","탭, 밸브 및 유사 장치 제조업","제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함 > 탭, 밸브 및 유사 장치 제조업"
29141,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2914,"베어링, 기어 및 동력 전달장치 제조업",구름베어링 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 베어링, 기어 및 동력 전달장치 제조업 > 구름베어링 제조업"
29142,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2914,"베어링, 기어 및 동력 전달장치 제조업",기어 및 동력전달장치 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 베어링, 기어 및 동력 전달장치 제조업 > 기어 및 동력전달장치 제조업"
29150,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2915,"산업용 오븐, 노 및 노용 버너 제조업","산업용 오븐, 노 및 노용 버너 제조업","제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 산업용 오븐, 노 및 노용 버너 제조업"
29161,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2916,"산업용 트럭, 승강기 및 물품 취급장비 제조업",산업용 트럭 및 적재기 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 산업용 트럭, 승강기 및 물품 취급장비 제조업 > 산업용 트럭 및 적재기 제조업"
29162,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2916,"산업용 트럭, 승강기 및 물품 취급장비 제조업",승강기 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 산업용 트럭, 승강기 및 물품 취급장비 제조업 > 승강기 제조업"
29163,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2916,"산업용 트럭, 승강기 및 물품 취급장비 제조업",컨베이어 장치 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 산업용 트럭, 승강기 및 물품 취급장비 제조업 > 컨베이어 장치 제조업"
29169,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2916,"산업용 트럭, 승강기 및 물품 취급장비 제조업",기타 물품 취급장비 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 산업용 트럭, 승강기 및 물품 취급장비 제조업 > 기타 물품 취급장비 제조업"
29171,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2917,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",산업용 냉장 및 냉동장비 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업 > 산업용 냉장 및 냉동장비 제조업"
29172,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2917,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",가정용 및 산업용 공기 조화장치 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업 > 가정용 및 산업용 공기 조화장치 제조업"
29173,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2917,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",운송장비용 공기 조화장치 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업 > 운송장비용 공기 조화장치 제조업"
29174,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2917,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",산업용 송풍기 및 배기장치 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업 > 산업용 송풍기 및 배기장치 제조업"
29175,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2917,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",기체 여과기 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업 > 기체 여과기 제조업"
29176,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2917,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",액체 여과기 제조업,"제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업 > 액체 여과기 제조업"
29177,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2917,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업","증류기, 열 교환기 및 가스 발생기 제조업","제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업 > 증류기, 열 교환기 및 가스 발생기 제조업"
29180,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2918,사무용 기계 및 장비 제조업,사무용 기계 및 장비 제조업,제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 사무용 기계 및 장비 제조업
29191,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,기타 일반 목적용 기계 제조업,"용기 세척, 포장 및 충전기 제조업","제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 기타 일반 목적용 기계 제조업 > 용기 세척, 포장 및 충전기 제조업"
29192,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,기타 일반 목적용 기계 제조업,분사기 및 소화기 제조업,제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 기타 일반 목적용 기계 제조업 > 분사기 및 소화기 제조업
29193,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,기타 일반 목적용 기계 제조업,동력식 수지 공구 제조업,제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 기타 일반 목적용 기계 제조업 > 동력식 수지 공구 제조업
29199,C,제조업,29,기타 기계 및 장비 제조업,291,일반 목적용 기계 제조업,2919,기타 일반 목적용 기계 제조업,그 외 기타 일반목적용 기계 제조업,제조업 > 기타 기계 및 장비 제조업 > 일반 목적용 기계 제조업 > 기타 일반 목적용 기계 제조업 > 그 외 기타 일반목적용 기계 제조업
29210,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2921,농업 및 임업용 기계 제조업,농업 및 임업용 기계 제조업,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 농업 및 임업용 기계 제조업
29221,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,전자 응용 절삭기계 제조업,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 가공 공작기계 제조업 > 전자 응용 절삭기계 제조업
29222,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,디지털 적층 성형기계 제조업,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 가공 공작기계 제조업 > 디지털 적층 성형기계 제조업
29223,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,금속 절삭기계 제조업,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 가공 공작기계 제조업 > 금속 절삭기계 제조업
29224,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,금속 성형기계 제조업,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 가공 공작기계 제조업 > 금속 성형기계 제조업
29229,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2922,가공 공작기계 제조업,기타 가공 공작기계 제조업,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 가공 공작기계 제조업 > 기타 가공 공작기계 제조업
29230,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2923,금속 주조 및 기타 야금용 기계 제조업,금속 주조 및 기타 야금용 기계 제조업,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 금속 주조 및 기타 야금용 기계 제조업
29241,C,제조업,29,기타 기계 및 장비 제조업,292,특수 목적용 기계 제조업,2924,건설 및 광업용 기계장비 제조업,건설 및 채광용 기계장비 제조업,제조업 > 기타 기계 및 장비 제조업 > 특수 목적용 기계 제조업 > 건설 및 광업용 기계장비 제조업 > 건설 및 채광용 기계장비 제조업
