색인어,KSIC코드,KSIC명,레벨,신뢰도,출처
포대용 직물 직조,13219,특수직물 및 기타 직물 직조업,세세분류,MED,haeseolseo
포도주 제조,11119,기타 발효주 제조업,세세분류,MED,haeseolseo
포장용 봉합기 제조,29191,"용기 세척, 포장 및 충전기 제조업",세세분류,MED,haeseolseo
포장용 삽입물 제조,17222,판지 상자 및 용기 제조업,세세분류,MED,haeseolseo
포장용 원지 제조,17109,기타 종이 및 판지 제조업,세세분류,MED,haeseolseo
포장용 타일 제조,23232,타일 및 유사 비내화 요업제품 제조업,세세분류,MED,haeseolseo
포장용 판지 제조,17105,크라프트지 및 기타 상자용 판지 제조업,세세분류,MED,haeseolseo
포졸란 시멘트 제조,23311,시멘트 제조업,세세분류,MED,haeseolseo
포충망 제조,33303,낚시 및 수렵용구 제조업,세세분류,MED,haeseolseo
포토 레지스터 현상 및 도포용 기계 제조,29271,반도체 제조용 기계 제조업,세세분류,MED,haeseolseo
포틀랜드 시멘트 제조,23311,시멘트 제조업,세세분류,MED,haeseolseo
폴리아미드 제조,20202,합성수지 및 기타 플라스틱 물질 제조업,세세분류,MED,haeseolseo
폴리에스터 섬유 제조,20501,합성섬유 제조업,세세분류,MED,haeseolseo
폴리에스터 필름 제조,22212,플라스틱 필름 제조업,세세분류,MED,haeseolseo
폴리에스터수지 제조,20202,합성수지 및 기타 플라스틱 물질 제조업,세세분류,MED,haeseolseo
폴리에틸렌 섬유 제조,20501,합성섬유 제조업,세세분류,MED,haeseolseo
폴리에틸렌 필름 제조,22212,플라스틱 필름 제조업,세세분류,MED,haeseolseo
폴리염화비닐 섬유 제조,20501,합성섬유 제조업,세세분류,MED,haeseolseo
폴리염화비닐 필름 제조,22212,플라스틱 필름 제조업,세세분류,MED,haeseolseo
폴리염화비닐리덴 섬유 제조,20501,합성섬유 제조업,세세분류,MED,haeseolseo
폴리우레탄 제조,20202,합성수지 및 기타 플라스틱 물질 제조업,세세분류,MED,haeseolseo
폴리유산 제조,20202,합성수지 및 기타 플라스틱 물질 제조업,세세분류,MED,haeseolseo
폴리프로필렌 섬유 제조,20501,합성섬유 제조업,세세분류,MED,haeseolseo
폴리프로필렌 필름 제조,22212,플라스틱 필름 제조업,세세분류,MED,haeseolseo
표권 발행기 제조,29180,사무용 기계 및 장비 제조업,세세분류,MED,haeseolseo
표면 도포 플라스틱 시트 및 판재 생산,22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",세세분류,MED,haeseolseo
표면 새김 가공목재 생산,16102,표면 가공목재 및 특정 목적용 제재목 제조업,세세분류,MED,haeseolseo
표면 연마 판유리 제조,23111,판유리 제조업,세세분류,MED,haeseolseo
표면 열처리용 기 제조,29199,그 외 기타 일반목적용 기계 제조업,세세분류,MED,haeseolseo
표면 처리 비철금속재 생산,24290,기타 1차 비철금속 제조업,세세분류,MED,haeseolseo
표면처리 목재 생산,16103,"목재 보존, 방부처리, 도장 및 유사 처리업",세세분류,MED,haeseolseo
표시 금속판 제조,25994,금속 표시판 제조업,세세분류,MED,haeseolseo
표시등 제조,28423,전시 및 광고용 조명장치 제조업,세세분류,MED,haeseolseo
표지 및 파일커버 제조,17901,문구용 종이제품 제조업,세세분류,MED,haeseolseo
풀리 태클 제조,29169,기타 물품 취급장비 제조업,세세분류,MED,haeseolseo
"풋마늘, 마늘 및 풋고추 재배",01121,채소작물 재배업,세세분류,MED,haeseolseo
프레스기 제조,29224,금속 성형기계 제조업,세세분류,MED,haeseolseo
프로파일상 유리 제조,23199,그 외 기타 유리제품 제조업,세세분류,MED,haeseolseo
프로필렌 중합체 제조,20202,합성수지 및 기타 플라스틱 물질 제조업,세세분류,MED,haeseolseo
프리즘 제조,27301,광학 렌즈 및 광학 요소 제조업,세세분류,MED,haeseolseo
프린트 인쇄,18111,경 인쇄업,세세분류,MED,haeseolseo
플라스터 제조,23312,석회 및 플라스터 제조업,세세분류,MED,haeseolseo
플라스틱 가구 제조,32099,그 외 기타 가구 제조업,세세분류,MED,haeseolseo
"플라스틱 물질을 적층 가공한 선, 봉, 관 및 호스 제조",22211,"플라스틱 선, 봉, 관 및 호스 제조업",세세분류,MED,haeseolseo
플라스틱 및 기타 물질 제조,20499,그 외 기타 분류 안된 화학제품 제조업,세세분류,MED,haeseolseo
플라스틱 봉투 제조,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",세세분류,MED,haeseolseo
플라스틱 성형 가공기 제조,29291,"고무, 화학섬유 및 플라스틱 성형기 제조업",세세분류,MED,haeseolseo
플라스틱 성형 의복 제조,22299,그 외 기타 플라스틱 제품 제조업,세세분류,MED,haeseolseo
플라스틱 시트 제조,22213,플라스틱 시트 및 판 제조업,세세분류,MED,haeseolseo
플라스틱 신발 제조,15219,기타 신발 제조업,세세분류,MED,haeseolseo
플라스틱 인조 잔디 제조,22299,그 외 기타 플라스틱 제품 제조업,세세분류,MED,haeseolseo
플라스틱 조립용 모델 키트 제조,33401,인형 및 장난감 제조업,세세분류,MED,haeseolseo
플라스틱 판 제조,22213,플라스틱 시트 및 판 제조업,세세분류,MED,haeseolseo
플라스틱 포대 제조,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",세세분류,MED,haeseolseo
플라스틱 헬멧 및 안전모 제조,22299,그 외 기타 플라스틱 제품 제조업,세세분류,MED,haeseolseo
"플라스틱, 고무 폐기물을 세척, 분쇄, 용해하여 과립 형태로 가공",38322,비금속류 원료 재생업,세세분류,MED,haeseolseo
플라스틱제 건축 구조재 제조,22229,기타 건축용 플라스틱 조립제품 제조업,세세분류,MED,haeseolseo
플라스틱제 벽돌 제조,22221,벽 및 바닥 피복용 플라스틱 제품 제조업,세세분류,MED,haeseolseo
플라스틱제 봉제 포대 제조,13225,직물포대 제조업,세세분류,MED,haeseolseo
플라스틱제 사무 및 학용품 제조,22299,그 외 기타 플라스틱 제품 제조업,세세분류,MED,haeseolseo
"플라스틱제 용기 뚜껑, 마개 제조",22232,포장용 플라스틱 성형용기 제조업,세세분류,MED,haeseolseo
플라스틱제 운반 및 포장용기 제조,22232,포장용 플라스틱 성형용기 제조업,세세분류,MED,haeseolseo
플라스틱제 자석 제조,22299,그 외 기타 플라스틱 제품 제조업,세세분류,MED,haeseolseo
플라스틱제 침대 제조,32099,그 외 기타 가구 제조업,세세분류,MED,haeseolseo
플라스틱제 타일 제조,22221,벽 및 바닥 피복용 플라스틱 제품 제조업,세세분류,MED,haeseolseo
플라스틱판 인쇄,18119,기타 인쇄업,세세분류,MED,haeseolseo
플라이 휠 제조,29142,기어 및 동력전달장치 제조업,세세분류,MED,haeseolseo
"플라이어, 집게, 핀셋, 금속 절단용 가위 제조",25933,비동력식 수공구 제조업,세세분류,MED,haeseolseo
플라즈마 디스플레이 모듈 및 부분품 제조,26219,기타 표시장치 제조업,세세분류,MED,haeseolseo
플러그와 잭 제조,28122,전기회로 접속장치 제조업,세세분류,MED,haeseolseo
플레인 샤프트 베어링 제조,29142,기어 및 동력전달장치 제조업,세세분류,MED,haeseolseo
플로트 판유리 제조,23111,판유리 제조업,세세분류,MED,haeseolseo
플루토늄 농축물 제조,20129,기타 기초 무기화학 물질 제조업,세세분류,MED,haeseolseo
피뢰기 제조,28121,"전기회로 개폐, 보호 장치 제조업",세세분류,MED,haeseolseo
피마자유 생산,10412,식물성 유지 제조업,세세분류,MED,haeseolseo
피스톤 링 및 밸브 제조,30310,자동차 엔진용 신품 부품 제조업,세세분류,MED,haeseolseo
피스톤 제조,30310,자동차 엔진용 신품 부품 제조업,세세분류,MED,haeseolseo
"피아노, 하프시코드, 스피넷, 하모늄 제조",33201,건반 악기 제조업,세세분류,MED,haeseolseo
피임성의 화학 조제품 제조,21309,그 외 기타 의료용품 및 의약 관련제품 제조업,세세분류,MED,haeseolseo
피치 연탄 제조,19100,코크스 및 연탄 제조업,세세분류,MED,haeseolseo
피혁 유연제 제조,20132,"염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업",세세분류,MED,haeseolseo
필기용 붓 제조,33920,사무 및 회화용품 제조업,세세분류,MED,haeseolseo
필기용 원지 제조,17103,인쇄용 및 필기용 원지 제조업,세세분류,MED,haeseolseo
"필기용, 제도용 잉크 제조",20499,그 외 기타 분류 안된 화학제품 제조업,세세분류,MED,haeseolseo
필기용구 제조,33920,사무 및 회화용품 제조업,세세분류,MED,haeseolseo
필터 등 제조,29176,액체 여과기 제조업,세세분류,MED,haeseolseo
하드 디스크 드라이브 제조,26321,기억 장치 제조업,세세분류,MED,haeseolseo
하모니카 제조,33209,기타 악기 및 전자 악기 제조업,세세분류,MED,haeseolseo
하소 석고 제조,23312,석회 및 플라스터 제조업,세세분류,MED,haeseolseo
하이브리드 집적회로 제조,2611,전자집적회로 제조업,세분류,MED,haeseolseo
학술 연구선 및 시험선 제조,31113,기타 선박 건조업,세세분류,MED,haeseolseo
학술 진흥재단,94990,그 외 기타 협회 및 단체,세세분류,MED,haeseolseo
한 제품의 부분품 제조,22241,운송장비 조립용 플라스틱제품 제조업,세세분류,MED,haeseolseo
합금강 선 제조,24123,철강선 제조업,세세분류,MED,haeseolseo
합금강 주물 주조,24312,강 주물 주조업,세세분류,MED,haeseolseo
합금철 주물 주조,24311,선철 주물 주조업,세세분류,MED,haeseolseo
합성 또는 재생 귀석 또는 반귀석 제조,20129,기타 기초 무기화학 물질 제조업,세세분류,MED,haeseolseo
합성 맥주 제조,11112,맥아 및 맥주 제조업,세세분류,MED,haeseolseo
합성 섬유직물 직조,13213,화학섬유직물 직조업,세세분류,MED,haeseolseo
합성 세정제 제조,20422,"치약, 비누 및 기타 세제 제조업",세세분류,MED,haeseolseo
합성 증류소주 제조,11122,소주 제조업,세세분류,MED,haeseolseo
합성 향료 혼합물 제조,20499,그 외 기타 분류 안된 화학제품 제조업,세세분류,MED,haeseolseo
합성섬유 방적사 제조,13103,화학섬유 방적업,세세분류,MED,haeseolseo
합성수지선 건조,31112,합성수지선 건조업,세세분류,MED,haeseolseo
합성의약품 제조,21212,합성의약품 및 기타 완제 의약품 제조업,세세분류,MED,haeseolseo
"합판 유리, 샌드위치 유리 제조",23112,안전유리 제조업,세세분류,MED,haeseolseo
합판용 단판 제조,16211,"박판, 합판 및 유사 적층판 제조업",세세분류,MED,haeseolseo
항공기 갑판 착륙장치용 부품 제조,31322,항공기용 부품 제조업,세세분류,MED,haeseolseo
항공기 발진장치용 부품 제조,31322,항공기용 부품 제조업,세세분류,MED,haeseolseo
항공기 보조장치용 부품 제조,31322,항공기용 부품 제조업,세세분류,MED,haeseolseo
항공기 엔진용 부품 제조,31322,항공기용 부품 제조업,세세분류,MED,haeseolseo
항공기용 내연기관 제조,31321,항공기용 엔진 제조업,세세분류,MED,haeseolseo
항공기용 의자 제조,31322,항공기용 부품 제조업,세세분류,MED,haeseolseo
항공용 엔진 점화장치 및 기타 전기 부품 제조,28909,그 외 기타 전기장비 제조업,세세분류,MED,haeseolseo
항온 및 항습기 제조,29172,가정용 및 산업용 공기 조화장치 제조업,세세분류,MED,haeseolseo
항장력 시험기 제조,27213,"물질 검사, 측정 및 분석 기구 제조업",세세분류,MED,haeseolseo
항체치료제 제조,21211,생물 의약품 제조업,세세분류,MED,haeseolseo
"항타기, 항발기 제조",29241,건설 및 채광용 기계장비 제조업,세세분류,MED,haeseolseo
항행용 무선기 제조,27211,"레이더, 항행용 무선 기기 및 측량 기구 제조업",세세분류,MED,haeseolseo
해난 구조선 제조,31113,기타 선박 건조업,세세분류,MED,haeseolseo
해면철 제조,24119,기타 제철 및 제강업,세세분류,MED,haeseolseo
해부 모형 제조,33932,전시용 모형 제조업,세세분류,MED,haeseolseo
해산물 양식,03211,해수면 양식 어업,세세분류,MED,haeseolseo
해조류 건조품 제조,10220,수산식물 가공 및 저장 처리업,세세분류,MED,haeseolseo
해조류 염장품 제조,10220,수산식물 가공 및 저장 처리업,세세분류,MED,haeseolseo
해조류 튀김제품 제조,10220,수산식물 가공 및 저장 처리업,세세분류,MED,haeseolseo
핵반응기 부분품 제조,25130,핵반응기 및 증기보일러 제조업,세세분류,MED,haeseolseo
핵반응기 제조,25130,핵반응기 및 증기보일러 제조업,세세분류,MED,haeseolseo
핸드백 제조,15121,핸드백 및 지갑 제조업,세세분류,MED,haeseolseo
향신용 작물 시설재배,01159,기타 시설작물 재배업,세세분류,MED,haeseolseo
향장치 및 기타 재제조 부품 제조,30400,자동차 재제조 부품 제조업,세세분류,MED,haeseolseo
헤어 스프레이 제조,20423,화장품 제조업,세세분류,MED,haeseolseo
헬스 장비 제조,33301,"체조, 육상 및 체력 단련용 장비 제조업",세세분류,MED,haeseolseo
혁대 및 복대 제조,14499,그 외 기타 의복 액세서리 제조업,세세분류,MED,haeseolseo
현금 지급기 제조,29180,사무용 기계 및 장비 제조업,세세분류,MED,haeseolseo
현금함 제조,25999,그 외 기타 분류 안된 금속 가공제품 제조업,세세분류,MED,haeseolseo
현무암 용해 성형제품 제조,23999,그 외 기타 분류 안된 비금속 광물제품 제조업,세세분류,MED,haeseolseo
현악기 제조,33209,기타 악기 및 전자 악기 제조업,세세분류,MED,haeseolseo
혈관 조영 촬영 장치 제조,27111,방사선 장치 제조업,세세분류,MED,haeseolseo
혈압 측정기 제조,27112,전기식 진단 및 요법 기기 제조업,세세분류,MED,haeseolseo
형광 램프 제조,28410,전구 및 램프 제조업,세세분류,MED,haeseolseo
호닝기 제조,29223,금속 절삭기계 제조업,세세분류,MED,haeseolseo
호부기 제조,29261,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업",세세분류,MED,haeseolseo
호이스트 제조,29169,기타 물품 취급장비 제조업,세세분류,MED,haeseolseo
호환성 공구 제조,25934,톱 및 호환성 공구 제조업,세세분류,MED,haeseolseo
혼합양념 제조,10832,천연 및 혼합 조제 조미료 제조업,세세분류,MED,haeseolseo
홍보 영화 제작,59113,광고 영화 및 비디오물 제작업,세세분류,MED,haeseolseo
홍삼차 제조,10895,인삼식품 제조업,세세분류,MED,haeseolseo
